le chien
le chat
l'oiseau
le poisson
le tanuki
le lapin
la vache
le mouton
la chèvre
le cochon
le cheval
le cerf
l'idiot
l'âne (2 écritures)
le dromadaire (2 écritures)
la poule
la souris
l'écureuil (2 écritures)
le hérisson
le hamster
le furet
