les membres de la famille
mon époux
mon épouse
mes parents
mon père
ma mère
mon enfant
mon fils
ma fille
mes grands-parents
mon grand-père
ma grand-mère
mon petit-enfant
mon jumeau/jumelle
mon frère (ainé et cadet)
ma soeur (ainée et cadette)
mon cousin/ma cousine (4 variations)
mon oncle (ainé et cadet)
ma tante (ainée et cadette)
mon beau-frère (ainé et cadet)
ma belle-soeur (ainée et cadette)
ancêtre
morale/droiture
accompagnement/obéir à
les deux (both)
un parent
une paire
respiration
