la saint-valentin
l'amour
le coeur
le coup de foudre
l'ange
Cupidon
le rêve
le rendez-vous galant
la drague
je t'aime
le petit-ami
la petite-amie
le câlin
le bouquet de fleurs
la rose
le chocolat
la bague
l'alliance
le bijou
les fiancailles
le fiancé
le mariage
le baiser
la robe de mariée
la photographie
le feu d'artifice
l'étincelle
la fête
